Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
California;Kags;Renault;SUV;Blue;Automatic;7;5;Hybrid;2024;8500;2024-07-04;2024-07
Tennessee;i20;Hyundai;Hatchback;Black;Automatic;4;5;Petrol;2015;6900;2018-04-28;2018-04
North Carolina;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Diesel;2018;6700;2019-12-05;2019-12
Chicago;Kags;Renault;SUV;Blue;Automatic;7;5;Hybrid;2019;9000;2016-06-10;2016-06
Oklahoma;Hilux;Toyota;Truck;Gray;Manual;4;2;Diesel;2020;7500;2019-05-26;2019-05
Portland;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2017;6700;2019-01-04;2019-01
Portland;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2022;8700;2022-08-16;2022-08
Oklahoma;Fortuner;Toyota;SUV;Blue;Manual;8;5;Diesel;2023;7700;2020-03-29;2020-03
Portland;Plato;Prazo;Convertible;Gray;Manual;2;2;Hybrid;2020;9900;2024-12-07;2024-12
California;Kags;Renault;SUV;White;Manual;7;5;Hybrid;2015;9400;2015-04-29;2015-04
Utah;Hilux;Toyota;Truck;Red;Manual;4;2;Electric;2020;8900;2022-02-05;2022-02
Oklahoma;Dzire;Maruti;Sedan;Black;Manual;5;5;Petrol;2022;6700;2022-02-26;2022-02
Detroit;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Electric;2017;8200;2017-05-16;2017-05
Texas;Dzire;Maruti;Sedan;Blue;Manual;5;5;Diesel;2024;6600;2018-07-09;2018-07
Madison;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Diesel;2024;7600;2019-03-19;2019-03
San Jose;Yodha;Tata;Truck;White;Automatic;3;2;Petrol;2021;7300;2020-06-03;2020-06
Oklahoma;Plato;Prazo;Convertible;Gray;Automatic;2;2;Diesel;2016;9400;2023-02-12;2023-02
North Carolina;Fortuner;Toyota;SUV;Black;Automatic;8;5;Hybrid;2024;8500;2022-07-09;2022-07
Oklahoma;Thar;Mahindra;SUV;Gray;Automatic;5;3;Electric;2016;9800;2021-05-26;2021-05
Florida;Plato;Prazo;Convertible;Gray;Automatic;2;2;Diesel;2020;9000;2024-12-15;2024-12
Oklahoma;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Diesel;2015;7000;2020-02-02;2020-02
Tucson;Scorpio;Mahindra;SUV;Blue;Manual;5;5;Hybrid;2018;9100;2022-10-15;2022-10
Columbus;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Electric;2021;7800;2021-04-13;2021-04
Tucson;Seltos;Kia;Hatchback;Gray;Manual;5;5;Petrol;2022;6200;2019-06-26;2019-06
North Carolina;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Electric;2021;7800;2018-03-07;2018-03
Tennessee;Creta;Hyundai;Hatchback;Blue;Manual;5;5;Diesel;2021;6400;2015-03-13;2015-03
Madison;Swift;Maruti;Sedan;Blue;Manual;5;4;Diesel;2022;6800;2022-05-25;2022-05
New York;Hilux;Toyota;Truck;White;Automatic;4;2;Petrol;2022;7200;2015-05-16;2015-05
Madison;Thar;Mahindra;SUV;White;Manual;5;3;Diesel;2022;7800;2021-08-09;2021-08
Portland;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Petrol;2015;6900;2019-11-29;2019-11
Denver;Swift;Maruti;Sedan;Blue;Automatic;5;4;Petrol;2024;6500;2020-05-04;2020-05
Chicago;Creta;Hyundai;Hatchback;White;Manual;5;5;Diesel;2021;6400;2024-04-27;2024-04
Columbus;Etriga;Maruti;Hatchback;Black;Manual;4;5;Petrol;2017;6700;2021-04-04;2021-04
Denver;Yodha;Tata;Truck;White;Manual;3;2;Hybrid;2015;8900;2023-01-27;2023-01
North Carolina;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Electric;2022;9200;2015-02-08;2015-02
North Carolina;Kags;Renault;SUV;Black;Automatic;7;5;Diesel;2019;8100;2020-06-05;2020-06
Detroit;Dzire;Maruti;Sedan;Red;Automatic;5;5;Diesel;2015;7500;2015-01-13;2015-01
California;Kags;Renault;SUV;Black;Manual;7;5;Hybrid;2023;8600;2016-01-11;2016-01
Tucson;Thar;Mahindra;SUV;Black;Automatic;5;3;Petrol;2015;8400;2017-09-24;2017-09
Columbus;Fortuner;Toyota;SUV;Red;Automatic;8;5;Electric;2023;9100;2020-09-16;2020-09
North Carolina;Hilux;Toyota;Truck;Gray;Manual;4;2;Diesel;2015;8000;2019-07-12;2019-07
Chicago;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Hybrid;2020;8900;2024-08-05;2024-08
Florida;i20;Hyundai;Hatchback;Blue;Manual;4;5;Petrol;2019;6500;2018-08-17;2018-08
New York;Etriga;Maruti;Hatchback;Blue;Automatic;4;5;Hybrid;2018;7600;2018-12-17;2018-12
Detroit;Thar;Mahindra;SUV;Red;Manual;5;3;Petrol;2020;7900;2020-08-22;2020-08
Florida;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Diesel;2019;8100;2018-05-15;2018-05
Philadelphia;Kags;Renault;SUV;Blue;Automatic;7;5;Electric;2015;9900;2023-05-29;2023-05
Tucson;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2021;7800;2019-05-25;2019-05
Oklahoma;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2015;8000;2015-02-08;2015-02
Philadelphia;Kags;Renault;SUV;White;Manual;7;5;Diesel;2024;7600;2019-07-24;2019-07
Oklahoma;Hilux;Toyota;Truck;Blue;Manual;4;2;Diesel;2018;7700;2018-02-19;2018-02
North Carolina;Etriga;Maruti;Hatchback;Red;Manual;4;5;Hybrid;2023;7100;2023-05-27;2023-05
North Carolina;Hilux;Toyota;Truck;Red;Automatic;4;2;Hybrid;2019;8500;2016-06-12;2016-06
Denver;i20;Hyundai;Hatchback;Blue;Manual;4;5;Electric;2015;8400;2016-06-18;2016-06
Texas;Hilux;Toyota;Truck;Blue;Automatic;4;2;Electric;2018;9100;2021-03-19;2021-03
Detroit;Dzire;Maruti;Sedan;Black;Automatic;5;5;Electric;2017;8700;2017-12-08;2017-12
Oklahoma;Fortuner;Toyota;SUV;Gray;Manual;8;5;Petrol;2020;7900;2021-03-23;2021-03
Florida;i20;Hyundai;Hatchback;Black;Automatic;4;5;Electric;2021;7800;2023-02-04;2023-02
Madison;Swift;Maruti;Sedan;Red;Manual;5;4;Electric;2016;8800;2023-04-16;2023-04
San Jose;Dzire;Maruti;Sedan;White;Manual;5;5;Diesel;2024;6600;2019-11-04;2019-11
San Jose;Fortuner;Toyota;SUV;White;Manual;8;5;Electric;2023;9100;2022-01-29;2022-01
Chicago;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Diesel;2022;6300;2018-02-25;2018-02
Madison;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Electric;2016;9800;2018-08-14;2018-08
Detroit;Seltos;Kia;Hatchback;Gray;Manual;5;5;Electric;2019;8000;2022-07-07;2022-07
San Jose;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2015;7900;2016-01-27;2016-01
Tucson;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Electric;2019;9500;2024-10-18;2024-10
Utah;Dzire;Maruti;Sedan;Black;Automatic;5;5;Diesel;2024;6600;2021-09-09;2021-09
Philadelphia;Dzire;Maruti;Sedan;Red;Manual;5;5;Petrol;2023;6600;2016-10-26;2016-10
Chicago;Hilux;Toyota;Truck;Black;Automatic;4;2;Electric;2019;9000;2023-01-25;2023-01
Portland;Kags;Renault;SUV;Blue;Manual;7;5;Hybrid;2016;9300;2019-10-13;2019-10
Madison;Thar;Mahindra;SUV;White;Manual;5;3;Electric;2018;9600;2016-09-29;2016-09
Tucson;Hilux;Toyota;Truck;Blue;Automatic;4;2;Hybrid;2015;8900;2022-04-11;2022-04
Detroit;Yodha;Tata;Truck;Blue;Manual;3;2;Diesel;2020;7500;2022-01-15;2022-01
California;Kags;Renault;SUV;Black;Automatic;7;5;Hybrid;2018;9100;2019-07-24;2019-07
New York;Plato;Prazo;Convertible;Blue;Automatic;2;2;Electric;2017;10700;2016-05-26;2016-05
Oklahoma;Swift;Maruti;Sedan;Blue;Manual;5;4;Electric;2021;8300;2021-08-15;2021-08
Columbus;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2022;8200;2021-05-12;2021-05
Tennessee;i20;Hyundai;Hatchback;Red;Manual;4;5;Electric;2024;7500;2016-04-11;2016-04
Florida;Kags;Renault;SUV;Gray;Manual;7;5;Hybrid;2017;9200;2017-05-19;2017-05
San Jose;i20;Hyundai;Hatchback;Red;Automatic;4;5;Diesel;2016;6900;2019-03-25;2019-03
Portland;Fortuner;Toyota;SUV;Red;Manual;8;5;Electric;2018;9600;2019-10-26;2019-10
North Carolina;Thar;Mahindra;SUV;White;Automatic;5;3;Electric;2016;9800;2017-10-12;2017-10
Portland;Yodha;Tata;Truck;Black;Manual;3;2;Diesel;2018;7700;2015-08-01;2015-08
North Carolina;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Diesel;2022;6300;2023-09-05;2023-09
Portland;Thar;Mahindra;SUV;Red;Manual;5;3;Diesel;2016;8400;2019-08-11;2019-08
Chicago;Yodha;Tata;Truck;Red;Automatic;3;2;Diesel;2019;7600;2023-12-06;2023-12
Tucson;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Electric;2021;7800;2016-01-10;2016-01
Madison;Hilux;Toyota;Truck;White;Automatic;4;2;Diesel;2024;7100;2017-06-05;2017-06
Chicago;Scorpio;Mahindra;SUV;Red;Manual;5;5;Electric;2017;9700;2016-04-28;2016-04
Philadelphia;Creta;Hyundai;Hatchback;White;Manual;5;5;Petrol;2016;6800;2021-05-24;2021-05
Columbus;Yodha;Tata;Truck;Red;Automatic;3;2;Diesel;2015;8000;2015-05-28;2015-05
New York;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Hybrid;2018;8100;2018-02-03;2018-02
North Carolina;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2022;7700;2022-05-19;2022-05
New York;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Hybrid;2021;8800;2024-01-16;2024-01
Columbus;Thar;Mahindra;SUV;Black;Manual;5;3;Diesel;2020;8000;2019-03-13;2019-03
Tennessee;Kags;Renault;SUV;Black;Manual;7;5;Diesel;2024;7600;2020-02-21;2020-02
North Carolina;Dzire;Maruti;Sedan;White;Automatic;5;5;Electric;2020;8400;2016-08-28;2016-08
Philadelphia;Kags;Renault;SUV;Black;Manual;7;5;Hybrid;2016;9300;2019-11-03;2019-11
Portland;i20;Hyundai;Hatchback;Gray;Manual;4;5;Diesel;2020;6500;2020-06-22;2020-06
Chicago;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2017;6800;2017-07-03;2017-07
Chicago;Creta;Hyundai;Hatchback;Gray;Automatic;5;5;Petrol;2023;6100;2022-06-02;2022-06
California;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Electric;2018;8100;2016-08-27;2016-08
California;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Petrol;2022;6200;2019-03-03;2019-03
Denver;Swift;Maruti;Sedan;Red;Manual;5;4;Diesel;2021;6900;2016-03-06;2016-03
Florida;Hilux;Toyota;Truck;Blue;Automatic;4;2;Diesel;2024;7100;2018-07-15;2018-07
Tennessee;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Diesel;2016;6900;2021-11-04;2021-11
Tucson;Yodha;Tata;Truck;Blue;Automatic;3;2;Diesel;2018;7700;2015-11-10;2015-11
North Carolina;Kags;Renault;SUV;Gray;Manual;7;5;Electric;2018;9600;2015-07-11;2015-07
Utah;Hilux;Toyota;Truck;Red;Automatic;4;2;Electric;2021;8800;2017-02-12;2017-02
Columbus;Creta;Hyundai;Hatchback;Red;Manual;5;5;Diesel;2016;6900;2020-02-23;2020-02
Utah;Yodha;Tata;Truck;Red;Manual;3;2;Petrol;2023;7100;2020-09-26;2020-09
Madison;Fortuner;Toyota;SUV;Blue;Manual;8;5;Petrol;2016;8300;2022-08-03;2022-08
Philadelphia;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Electric;2019;8000;2024-04-18;2024-04
Denver;i20;Hyundai;Hatchback;Red;Manual;4;5;Petrol;2016;6800;2019-10-19;2019-10
Chicago;Scorpio;Mahindra;SUV;Red;Manual;5;5;Hybrid;2021;8800;2021-12-04;2021-12
San Jose;Kags;Renault;SUV;Blue;Manual;7;5;Electric;2019;9500;2019-10-21;2019-10
Texas;Yodha;Tata;Truck;Gray;Automatic;3;2;Diesel;2020;7500;2022-10-08;2022-10
Texas;Dzire;Maruti;Sedan;Black;Manual;5;5;Hybrid;2024;7500;2024-08-29;2024-08
Utah;Thar;Mahindra;SUV;Black;Manual;5;3;Petrol;2020;7900;2020-12-27;2020-12
San Jose;Etriga;Maruti;Hatchback;Black;Automatic;4;5;Petrol;2017;6700;2023-11-18;2023-11
Philadelphia;Kags;Renault;SUV;Blue;Manual;7;5;Electric;2015;9900;2018-09-22;2018-09
Portland;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Petrol;2024;7500;2018-06-08;2018-06
Columbus;Dzire;Maruti;Sedan;Black;Manual;5;5;Diesel;2017;7300;2016-03-23;2016-03
Oklahoma;Kags;Renault;SUV;Blue;Automatic;7;5;Hybrid;2020;8900;2015-12-26;2015-12
Columbus;Seltos;Kia;Hatchback;Black;Manual;5;5;Petrol;2022;6200;2016-11-10;2016-11
Texas;Hilux;Toyota;Truck;Gray;Automatic;4;2;Electric;2019;9000;2023-01-09;2023-01
Columbus;i20;Hyundai;Hatchback;White;Automatic;4;5;Diesel;2018;6700;2016-09-05;2016-09
Utah;Scorpio;Mahindra;SUV;Blue;Automatic;5;5;Petrol;2020;7900;2016-02-19;2016-02
Tennessee;Fortuner;Toyota;SUV;Gray;Automatic;8;5;Hybrid;2021;8800;2017-07-16;2017-07
Portland;Kags;Renault;SUV;Gray;Automatic;7;5;Petrol;2018;8100;2018-11-29;2018-11
Denver;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2017;8300;2015-07-15;2015-07
Madison;Thar;Mahindra;SUV;Red;Automatic;5;3;Petrol;2015;8400;2023-06-26;2023-06
Philadelphia;Dzire;Maruti;Sedan;Black;Manual;5;5;Petrol;2023;6600;2023-10-24;2023-10
Portland;i20;Hyundai;Hatchback;Black;Automatic;4;5;Electric;2016;8300;2016-07-22;2016-07
Madison;Dzire;Maruti;Sedan;White;Automatic;5;5;Petrol;2017;7200;2020-07-17;2020-07
Tucson;Yodha;Tata;Truck;Blue;Automatic;3;2;Hybrid;2018;8600;2019-09-21;2019-09
San Jose;Scorpio;Mahindra;SUV;Red;Automatic;5;5;Diesel;2016;8400;2018-04-27;2018-04
Portland;i20;Hyundai;Hatchback;Black;Automatic;4;5;Hybrid;2023;7100;2015-02-16;2015-02
Columbus;Thar;Mahindra;SUV;White;Automatic;5;3;Petrol;2019;8000;2015-08-23;2015-08
Detroit;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Diesel;2015;7000;2016-09-30;2016-09
Denver;Yodha;Tata;Truck;Gray;Automatic;3;2;Hybrid;2021;8300;2019-08-07;2019-08
California;Dzire;Maruti;Sedan;Black;Manual;5;5;Electric;2022;8200;2016-08-07;2016-08
Florida;Swift;Maruti;Sedan;Red;Manual;5;4;Electric;2018;8600;2023-06-19;2023-06
Tennessee;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Hybrid;2024;7000;2022-10-14;2022-10
North Carolina;Etriga;Maruti;Hatchback;Gray;Automatic;4;5;Hybrid;2021;7300;2016-03-29;2016-03
Denver;i20;Hyundai;Hatchback;Black;Manual;4;5;Hybrid;2020;7400;2020-08-14;2020-08
Oklahoma;Fortuner;Toyota;SUV;Red;Manual;8;5;Diesel;2019;8100;2023-04-21;2023-04
California;Seltos;Kia;Hatchback;Red;Manual;5;5;Electric;2018;8100;2019-11-11;2019-11
Columbus;Swift;Maruti;Sedan;Red;Manual;5;4;Hybrid;2021;7800;2018-04-07;2018-04
New York;Dzire;Maruti;Sedan;Red;Manual;5;5;Hybrid;2022;7700;2017-11-16;2017-11
Utah;Kags;Renault;SUV;Black;Manual;7;5;Electric;2020;9400;2015-08-26;2015-08
California;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2021;6400;2022-02-11;2022-02
New York;Swift;Maruti;Sedan;Black;Automatic;5;4;Diesel;2022;6800;2019-10-17;2019-10
New York;Swift;Maruti;Sedan;Black;Manual;5;4;Hybrid;2024;7500;2023-02-06;2023-02
California;Seltos;Kia;Hatchback;Blue;Manual;5;5;Hybrid;2022;7200;2018-02-15;2018-02
Philadelphia;Hilux;Toyota;Truck;Red;Automatic;4;2;Electric;2020;8900;2023-04-26;2023-04
Philadelphia;Thar;Mahindra;SUV;Black;Manual;5;3;Petrol;2024;7500;2022-11-23;2022-11
New York;i20;Hyundai;Hatchback;Black;Manual;4;5;Petrol;2018;6600;2016-09-10;2016-09
Denver;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2023;8600;2016-04-15;2016-04
Denver;Fortuner;Toyota;SUV;Black;Automatic;8;5;Hybrid;2015;9400;2022-02-17;2022-02
Tucson;Dzire;Maruti;Sedan;White;Automatic;5;5;Hybrid;2017;8200;2023-06-17;2023-06
North Carolina;Dzire;Maruti;Sedan;Red;Manual;5;5;Hybrid;2020;7900;2019-11-04;2019-11
North Carolina;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2023;9100;2018-03-18;2018-03
San Jose;Kags;Renault;SUV;Blue;Automatic;7;5;Diesel;2021;7900;2021-10-25;2021-10
North Carolina;Thar;Mahindra;SUV;Black;Automatic;5;3;Hybrid;2015;9400;2017-11-21;2017-11
Philadelphia;Swift;Maruti;Sedan;Gray;Manual;5;4;Hybrid;2020;7900;2016-08-16;2016-08
Utah;Scorpio;Mahindra;SUV;Red;Manual;5;5;Hybrid;2024;8500;2024-07-20;2024-07
Madison;Creta;Hyundai;Hatchback;Black;Automatic;5;5;Hybrid;2022;7200;2018-05-29;2018-05
Detroit;Fortuner;Toyota;SUV;White;Manual;8;5;Diesel;2024;7600;2023-05-31;2023-05
Tucson;Kags;Renault;SUV;Blue;Manual;7;5;Hybrid;2015;9400;2021-06-03;2021-06
Texas;Fortuner;Toyota;SUV;White;Manual;8;5;Electric;2021;9300;2015-06-17;2015-06
Utah;Dzire;Maruti;Sedan;White;Automatic;5;5;Petrol;2016;7300;2017-08-19;2017-08
Florida;Plato;Prazo;Convertible;Gray;Manual;2;2;Hybrid;2022;9700;2017-06-22;2017-06
Tennessee;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Diesel;2017;6800;2019-01-31;2019-01
New York;Swift;Maruti;Sedan;Blue;Manual;5;4;Hybrid;2021;7800;2024-05-18;2024-05
Texas;i20;Hyundai;Hatchback;Gray;Manual;4;5;Electric;2024;7500;2018-10-17;2018-10
Philadelphia;Plato;Prazo;Convertible;Gray;Automatic;2;2;Petrol;2019;9000;2018-01-24;2018-01
New York;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Diesel;2024;6100;2020-01-15;2020-01
Tennessee;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Petrol;2019;6500;2022-06-05;2022-06
Texas;Dzire;Maruti;Sedan;Blue;Automatic;5;5;Hybrid;2020;7900;2024-05-13;2024-05
Tucson;Hilux;Toyota;Truck;Blue;Automatic;4;2;Diesel;2019;7600;2022-07-14;2022-07
North Carolina;Scorpio;Mahindra;SUV;White;Automatic;5;5;Hybrid;2021;8800;2016-05-19;2016-05
New York;Creta;Hyundai;Hatchback;Blue;Automatic;5;5;Electric;2023;7600;2017-11-11;2017-11
Philadelphia;Plato;Prazo;Convertible;Black;Manual;2;2;Diesel;2015;9500;2020-07-17;2020-07
New York;Hilux;Toyota;Truck;White;Manual;4;2;Hybrid;2015;8900;2023-02-28;2023-02
Portland;Thar;Mahindra;SUV;Black;Automatic;5;3;Diesel;2017;8300;2015-09-02;2015-09
New York;Seltos;Kia;Hatchback;Red;Automatic;5;5;Hybrid;2017;7700;2020-09-18;2020-09
Texas;Scorpio;Mahindra;SUV;White;Manual;5;5;Diesel;2018;8200;2020-07-10;2020-07
California;Scorpio;Mahindra;SUV;White;Automatic;5;5;Petrol;2017;8200;2015-11-02;2015-11
Columbus;Etriga;Maruti;Hatchback;Gray;Manual;4;5;Diesel;2022;6300;2020-03-29;2020-03
Tennessee;Yodha;Tata;Truck;Red;Manual;3;2;Electric;2016;9300;2015-06-27;2015-06
San Jose;Creta;Hyundai;Hatchback;Red;Automatic;5;5;Diesel;2020;6500;2024-03-25;2024-03
Tucson;Thar;Mahindra;SUV;Blue;Automatic;5;3;Diesel;2016;8400;2023-10-27;2023-10
Madison;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Hybrid;2021;7300;2020-09-10;2020-09
California;Hilux;Toyota;Truck;Blue;Manual;4;2;Electric;2023;8600;2024-10-13;2024-10
Portland;Seltos;Kia;Hatchback;Gray;Manual;5;5;Petrol;2022;6200;2024-07-08;2024-07
Texas;Scorpio;Mahindra;SUV;White;Automatic;5;5;Hybrid;2022;8700;2016-07-19;2016-07
North Carolina;Etriga;Maruti;Hatchback;White;Manual;4;5;Electric;2019;8000;2022-12-27;2022-12
San Jose;Swift;Maruti;Sedan;White;Automatic;5;4;Hybrid;2024;7500;2017-12-09;2017-12
Columbus;Fortuner;Toyota;SUV;Blue;Manual;8;5;Diesel;2024;7600;2016-06-20;2016-06
Madison;Seltos;Kia;Hatchback;Gray;Manual;5;5;Electric;2023;7600;2017-10-30;2017-10
Texas;Seltos;Kia;Hatchback;White;Manual;5;5;Petrol;2019;6500;2023-08-09;2023-08
Chicago;Seltos;Kia;Hatchback;Blue;Manual;5;5;Diesel;2024;6100;2019-01-12;2019-01
Texas;i20;Hyundai;Hatchback;Blue;Automatic;4;5;Petrol;2015;6900;2017-12-21;2017-12
Columbus;Etriga;Maruti;Hatchback;Black;Manual;4;5;Diesel;2023;6200;2017-08-09;2017-08
California;Plato;Prazo;Convertible;Gray;Automatic;2;2;Petrol;2016;9300;2017-07-25;2017-07
New York;Hilux;Toyota;Truck;Gray;Automatic;4;2;Hybrid;2018;8600;2016-10-16;2016-10
Denver;Seltos;Kia;Hatchback;Blue;Automatic;5;5;Electric;2019;8000;2017-03-25;2017-03
Texas;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Hybrid;2017;7700;2017-05-13;2017-05
Utah;Thar;Mahindra;SUV;Red;Automatic;5;3;Diesel;2018;8200;2017-09-15;2017-09
Tucson;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Electric;2021;7800;2023-03-15;2023-03
Tucson;Thar;Mahindra;SUV;Blue;Automatic;5;3;Electric;2023;9100;2023-10-16;2023-10
Madison;Creta;Hyundai;Hatchback;Gray;Manual;5;5;Electric;2015;8400;2015-12-14;2015-12
Madison;Swift;Maruti;Sedan;White;Automatic;5;4;Electric;2024;8000;2018-07-07;2018-07
Portland;Thar;Mahindra;SUV;Blue;Manual;5;3;Petrol;2024;7500;2022-01-18;2022-01
Texas;Seltos;Kia;Hatchback;Red;Manual;5;5;Petrol;2023;6100;2022-09-25;2022-09
Denver;Creta;Hyundai;Hatchback;Red;Manual;5;5;Hybrid;2018;7600;2016-03-12;2016-03
San Jose;Dzire;Maruti;Sedan;Gray;Automatic;5;5;Hybrid;2017;8200;2017-09-03;2017-09
North Carolina;Fortuner;Toyota;SUV;Black;Manual;8;5;Electric;2023;9100;2015-08-07;2015-08
Denver;Yodha;Tata;Truck;Black;Manual;3;2;Hybrid;2017;8700;2024-04-10;2024-04
North Carolina;Etriga;Maruti;Hatchback;Blue;Manual;4;5;Petrol;2023;6100;2020-08-09;2020-08
Florida;Dzire;Maruti;Sedan;Black;Manual;5;5;Diesel;2024;6600;2022-06-10;2022-06
North Carolina;Swift;Maruti;Sedan;Gray;Manual;5;4;Diesel;2023;6700;2016-09-21;2016-09
North Carolina;Swift;Maruti;Sedan;Blue;Automatic;5;4;Hybrid;2015;8400;2018-04-24;2018-04
New York;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Diesel;2021;7900;2015-09-23;2015-09
Florida;Fortuner;Toyota;SUV;Blue;Automatic;8;5;Diesel;2020;8000;2019-11-29;2019-11
Oklahoma;Plato;Prazo;Convertible;Black;Manual;2;2;Electric;2019;10500;2020-02-06;2020-02
Columbus;Plato;Prazo;Convertible;White;Automatic;2;2;Petrol;2017;9200;2020-08-31;2020-08
Portland;Seltos;Kia;Hatchback;Gray;Automatic;5;5;Petrol;2022;6200;2023-07-30;2023-07
Tucson;Etriga;Maruti;Hatchback;Red;Automatic;4;5;Petrol;2019;6500;2023-12-30;2023-12
Tennessee;Scorpio;Mahindra;SUV;Gray;Manual;5;5;Petrol;2015;8400;2021-07-25;2021-07
Portland;Scorpio;Mahindra;SUV;Black;Automatic;5;5;Hybrid;2020;8900;2024-04-04;2024-04
Texas;Hilux;Toyota;Truck;Black;Automatic;4;2;Diesel;2024;7100;2020-04-03;2020-04
North Carolina;Fortuner;Toyota;SUV;Gray;Manual;8;5;Petrol;2022;7700;2023-02-02;2023-02
Texas;Fortuner;Toyota;SUV;Blue;Manual;8;5;Electric;2024;9000;2024-01-15;2024-01
New York;Kags;Renault;SUV;White;Manual;7;5;Petrol;2020;7900;2021-07-30;2021-07
North Carolina;Scorpio;Mahindra;SUV;Gray;Automatic;5;5;Petrol;2023;7600;2021-11-04;2021-11
North Carolina;Etriga;Maruti;Hatchback;Black;Manual;4;5;Electric;2024;7500;2023-07-29;2023-07
Florida;Yodha;Tata;Truck;White;Automatic;3;2;Petrol;2022;7200;2015-04-17;2015-04
Detroit;Yodha;Tata;Truck;Gray;Automatic;3;2;Petrol;2017;7700;2019-03-14;2019-03
Utah;Thar;Mahindra;SUV;Blue;Manual;5;3;Hybrid;2023;8600;2015-03-12;2015-03
Utah;i20;Hyundai;Hatchback;Red;Automatic;4;5;Hybrid;2015;7900;2023-04-22;2023-04
Detroit;i20;Hyundai;Hatchback;Black;Manual;4;5;Diesel;2019;6600;2022-03-03;2022-03
Detroit;Swift;Maruti;Sedan;Blue;Automatic;5;4;Electric;2021;8300;2022-04-25;2022-04
Detroit;Scorpio;Mahindra;SUV;White;Automatic;5;5;Hybrid;2024;8500;2015-07-29;2015-07
San Jose;i20;Hyundai;Hatchback;Gray;Automatic;4;5;Electric;2015;8400;2022-11-01;2022-11
Texas;Kags;Renault;SUV;Red;Automatic;7;5;Hybrid;2018;9100;2020-01-28;2020-01
California;Fortuner;Toyota;SUV;Red;Automatic;8;5;Petrol;2016;8300;2020-05-18;2020-05
Oklahoma;Etriga;Maruti;Hatchback;Black;Manual;4;5;Electric;2023;7600;2021-07-09;2021-07
Tennessee;Swift;Maruti;Sedan;Gray;Automatic;5;4;Diesel;2018;7200;2016-04-21;2016-04
Oklahoma;Creta;Hyundai;Hatchback;Gray;Automatic;5;5;Electric;2015;8400;2017-06-28;2017-06
Philadelphia;Plato;Prazo;Convertible;Red;Automatic;2;2;Diesel;2022;8800;2016-05-24;2016-05
Chicago;Fortuner;Toyota;SUV;Black;Automatic;8;5;Diesel;2019;8100;2019-08-23;2019-08
New York;Plato;Prazo;Convertible;Gray;Automatic;2;2;Electric;2017;10700;2022-04-27;2022-04
Texas;Yodha;Tata;Truck;Red;Automatic;3;2;Electric;2022;8700;2022-08-10;2022-08
Chicago;Scorpio;Mahindra;SUV;Black;Manual;5;5;Petrol;2015;8400;2015-02-09;2015-02
New York;Seltos;Kia;Hatchback;White;Manual;5;5;Petrol;2023;6100;2016-10-01;2016-10
